,eventid,iyear,extended,country,region,city,latitude,longitude,crit1,crit2,crit3,multiple,success,suicide,attack_type,target_type,target_nationality,group_name,nperps,nperpcap,weapon_type,nkill,nkillus,nwound,propvalue,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,hostkidoutcome,hostkidoutcome_txt,nreleased,date,ones
88943,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Uyo,5.038019,7.912421,1,1,1,0,1,0,Spray_Structures_found,Government,Nigeria,Unknown,NA,0,Firearms,23,0,1,67333.33333,1,1,0,NA,NA,,,1,66400,0,NA,0,7,Unknown,NA,10/16/2008,1
88959,2.01E+11,2010,1,Sudan,Sub-Saharan Africa,Unknown,NA,NA,1,1,1,0,1,0,Spray_Structures_found,Private property,Sudan,Justice and Equality Movement (JEM),NA,0,Unknown,5,0,2,0,1,11,0,NA,NA,,,NA,NA,NA,NA,NA,7,Unknown,0,10/18/2008,1
88980,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Bangadi,4.143363,27.901025,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Incendiary,21,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,10/19/2008,1
89072,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Goma,-1.658427,29.220463,1,1,1,0,1,0,IRS_Coverage,Government,Democratic Republic of the Congo,National Congress for the Defense of the People (CNDP),NA,0,Bombs,0,0,NA,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,10/26/2008,1
89095,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Rutshuru,-1.185569,29.446951,1,1,1,0,1,0,IRS_Coverage,Hate crimes,Democratic Republic of the Congo,Unknown,NA,0,Bombs,0,0,2,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,10/28/2008,1
89114,2.01E+11,2010,0,Sudan,Sub-Saharan Africa,Bentiu,9.260014,29.800503,1,1,1,0,1,0,IRS_pop_protected,Private property,Sudan,Unknown,NA,0,Firearms,2,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,10/29/2008,1
89120,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Goma,-1.658501,29.220455,1,1,1,0,1,0,IRS_Coverage,Government,Democratic Republic of the Congo,National Congress for the Defense of the People (CNDP),NA,0,Bombs,0,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,10/29/2008,1
89121,2.01E+11,2010,0,Sudan,Sub-Saharan Africa,Kutum,14.202305,24.663886,1,1,1,0,1,0,IRS_pop_protected,Government,Sudan,Unknown,NA,0,Firearms,1,0,1,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,10/29/2008,1
89122,2.01E+11,2010,0,Sudan,Sub-Saharan Africa,Unknown,NA,NA,1,1,1,0,1,0,Spray_Structures_found,Private property,Sudan,Unknown,NA,0,Firearms,2,0,0,0,1,1,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,10/29/2008,1
89147,2.01E+11,2010,0,Sudan,Sub-Saharan Africa,Malakal,9.549688,31.650154,1,1,1,0,1,0,IRS_Coverage,Government,Sudan,Unknown,NA,0,Bombs,1,0,8,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,10/31/2008,1
89148,2.01E+11,2010,0,Sudan,Sub-Saharan Africa,Nyala,12.050769,24.883186,1,1,1,0,1,0,IRS_pop_protected,Government,Sudan,Unknown,2,1,Firearms,0,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,10/31/2008,1
89149,2.01E+11,2010,0,Sudan,Sub-Saharan Africa,Nyala,12.050769,24.883186,1,1,1,0,0,0,IRS_pop_protected,Government,Sudan,Unknown,4,0,Firearms,0,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,10/31/2008,1
89154,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Dungu,3.607113,28.562289,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Firearms,9,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,11/1/2008,1
89191,2.01E+11,2010,1,Nigeria,Sub-Saharan Africa,Port Harcourt,4.815554,7.049844,1,1,1,0,1,0,Spray_Structures_found,Private property,Nigeria,Unknown,NA,0,Firearms,23,0,NA,0,1,1,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,11/3/2008,1
89195,2.01E+11,2010,1,Nigeria,Sub-Saharan Africa,Enugu Ukwu,6.171389,7.005,1,1,1,0,1,0,Spray_Structures_found,Private property,Nigeria,Unknown,NA,0,Firearms,23,0,NA,0,1,1,0,NA,NA,,,NA,NA,NA,NA,NA,7,Unknown,NA,11/3/2008,1
89197,2.01E+11,2010,1,Nigeria,Sub-Saharan Africa,Port Harcourt,4.815554,7.049844,1,1,1,0,1,0,Spray_Structures_found,Private property,Nigeria,Unknown,NA,0,Firearms,23,0,1,67333.33333,1,1,0,NA,NA,,,NA,NA,NA,NA,NA,7,Unknown,0,11/3/2008,1
89221,2.01E+11,2010,1,Democratic Republic of the Congo,Sub-Saharan Africa,Kiwanja,-1.15011,29.426639,0,1,1,0,1,0,Spray_Structures_found,Public services,Democratic Republic of the Congo,Mayi Mayi,NA,0,Unknown,0,0,0,67333.33333,1,3,0,NA,3,,,NA,NA,NA,NA,NA,2,Hostage(s) released by perpetrators,3,11/4/2008,1
89235,2.01E+11,2010,1,Sudan,Sub-Saharan Africa,Unknown,11.575898,24.578336,1,1,1,0,1,0,IRS_pop_Not_protected,Public services,Sudan,Unknown,NA,0,Unknown,0,0,0,67333.33333,1,3,0,NA,18,,,0,NA,NA,NA,NA,6,Combination,1,11/5/2008,1
89242,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Nyanzale,-1.023421,29.113061,1,1,1,0,1,0,Unknown,Private property,Democratic Republic of the Congo,National Congress for the Defense of the People (CNDP),NA,0,Unknown,0,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,11/6/2008,1
89267,2.01E+11,2010,0,Sudan,Sub-Saharan Africa,Al Junaynah,13.447898,22.464908,1,1,1,0,1,0,IRS_Coverage,Government,Sudan,Unknown,NA,0,Firearms,0,0,1,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,11/9/2008,1
89275,2.01E+11,2010,0,Sudan,Sub-Saharan Africa,Zalingei,12.899793,23.477053,1,1,1,0,1,0,IRS_pop_protected,Government,Sudan,Unknown,NA,0,Firearms,0,0,1,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,11/9/2008,1
89289,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Murambi,0.381629,29.764319,1,1,1,1,1,0,Unknown,Private property,Democratic Republic of the Congo,National Congress for the Defense of the People (CNDP),NA,0,Unknown,0,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,11/10/2008,1
89294,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Ngungu,-5.245971,14.861594,1,1,1,1,0,0,Unknown,Private property,Democratic Republic of the Congo,National Congress for the Defense of the People (CNDP),NA,0,Unknown,0,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,11/10/2008,1
89297,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Soku,4.683333,6.683333,1,1,1,0,0,0,Children_U5yrs_protected,Private property,Nigeria,Unknown,NA,0,Firearms,23,0,NA,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,11/10/2008,1
89342,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Yenagoa,4.92315,6.26093,1,1,1,0,1,0,Children_U5yrs_protected,Private property,Nigeria,Unknown,NA,0,Sabotage_Equipment,23,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,11/13/2008,1
89414,2.01E+11,2010,0,Zimbabwe,Sub-Saharan Africa,Harare,-17.825166,31.03351,1,1,1,0,1,0,IRS_Coverage,Government,Zimbabwe,Unknown,NA,0,Bombs,0,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,11/19/2008,1
89419,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Ibadan,7.396389,3.916667,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Unknown,7,0,Firearms,23,0,1,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,11/19/2008,1
89443,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Escravos,5.613519,5.186918,1,1,1,0,0,0,IRS_pop_protected,Private property,Nigeria,Unknown,NA,0,Firearms,23,0,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,11/20/2008,1
89461,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Opobo,4.511389,7.54,1,1,1,0,0,0,Spray_Structures_found,Government,Nigeria,Unknown,NA,0,Firearms,23,0,0,0,NA,0,0,0,NA,,,0,NA,NA,NA,NA,3,Hostage(s) escaped (not during rescue attempt),0,11/21/2008,1
89551,2.01E+11,2010,1,Sudan,Sub-Saharan Africa,Unknown,15.766197,24.904221,1,1,1,0,1,0,Spray_Structures_found,Government,Sudan,Sudan Liberation Movement,NA,0,Unknown,0,0,0,67333.33333,1,1,0,NA,3,,,NA,NA,NA,NA,NA,2,Hostage(s) released by perpetrators,1,11/27/2008,1
89560,2.01E+11,2010,1,Nigeria,Sub-Saharan Africa,Port Harcourt,4.815554,7.049844,1,1,1,0,1,0,Spray_Structures_found,Private property,Nigeria,Unknown,NA,0,Firearms,23,0,NA,0,1,1,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,11/28/2008,1
89573,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Enugu,6.5,7.510333,1,1,1,0,1,0,Sprayed_Structures,Private property,Nigeria,Unknown,NA,0,Unknown,23,0,0,67333.33333,1,1,0,NA,NA,,,0,NA,NA,NA,NA,4,Hostage(s) killed (not during rescue attempt),0,11/30/2008,1
89584,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Enugu,6.5,7.510333,1,1,1,0,1,0,Unknown,Government,Nigeria,Unknown,NA,0,Unknown,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/1/2008,1
89604,2.01E+11,2010,0,Sudan,Sub-Saharan Africa,Zalingei,12.899793,23.477053,1,1,1,0,1,0,IRS_pop_protected,Public services,Sudan,Janjaweed,10,0,Firearms,0,0,1,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/1/2008,1
89617,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Eket,4.649885,7.933103,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/3/2008,1
89664,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Bonny district,4.448889,7.083889,1,1,1,0,1,0,IRS_pop_protected,Government,Nigeria,Unknown,NA,0,Firearms,23,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/6/2008,1
89675,2.01E+11,2010,0,Sudan,Sub-Saharan Africa,Zalingei,12.899793,23.477053,1,1,1,0,1,0,Unknown,Private property,Sudan,Janjaweed,NA,0,Unknown,1,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/6/2008,1
89677,2.01E+11,2010,0,Burundi,Sub-Saharan Africa,Kamenge,-3.344121,29.392239,1,1,1,0,0,0,IRS_pop_protected,Government,Burundi,Unknown,NA,0,Firearms,23,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/7/2008,1
89678,2.01E+11,2010,0,Burundi,Sub-Saharan Africa,Nyabitsinda district,-3.539203,30.275791,1,1,1,0,1,0,IRS_pop_protected,Private property,Burundi,Unknown,NA,0,Incendiary,23,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/7/2008,1
89684,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Makurdi,7.729979,8.536277,1,1,1,0,1,0,IRS_pop_protected,Government,Nigeria,Unknown,4,0,Firearms,23,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/8/2008,1
89779,2.01E+11,2010,0,Niger,Sub-Saharan Africa,Niamey,13.511596,2.125385,1,1,1,0,1,0,Spray_Structures_found,Government,Niger,Al-Qaida in the Islamic Maghreb (AQIM),NA,0,Firearms,0,0,0,0,1,3,0,NA,NA,,,NA,NA,NA,NA,NA,7,Unknown,NA,12/14/2008,1
89789,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Unknown,4.858077,6.920913,1,1,1,0,1,0,Spray_Structures_found,Private property,Nigeria,Unknown,NA,0,Unknown,23,0,0,0,1,70,0,NA,NA,,,NA,NA,NA,NA,NA,7,Unknown,NA,12/16/2008,1
89790,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Oginbo,5.382222,5.834444,1,1,1,0,1,0,Spray_Structures_found,Public services,Nigeria,Unknown,NA,0,Unknown,23,0,0,0,1,1,0,NA,NA,,,NA,NA,NA,NA,NA,7,Unknown,NA,12/16/2008,1
89791,2.01E+11,2010,0,Sudan,Sub-Saharan Africa,Harare,-17.848728,31.057779,1,1,0,0,0,0,Sprayed_Structures,Government,Sudan,Unknown,NA,0,Firearms,0,0,1,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/16/2008,1
89850,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Ikot Abasi,4.573867,7.578898,1,1,1,0,1,0,Spray_Structures_found,Private property,Nigeria,Unknown,NA,0,Firearms,23,0,0,0,1,2,0,NA,NA,,,NA,NA,NA,NA,NA,7,Unknown,NA,12/20/2008,1
89862,2.01E+11,2010,0,Mali,Sub-Saharan Africa,Bamako,12.639665,-8.003534,1,1,1,0,1,0,IRS_pop_protected,Government,Mali,Tuaregs,NA,0,Firearms,23,0,15,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/21/2008,1
89902,2.01E+11,2010,0,Sudan,Sub-Saharan Africa,Sekuru,4.41897,29.864253,1,1,1,0,1,0,Unknown,Private property,Sudan,Lord's Resistance Army (LRA),NA,0,Unknown,5,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/24/2008,1
89916,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Bitima,4.342181,28.617649,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Firearms,13,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/25/2008,1
89917,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Doroma,4.718282,27.683022,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Firearms,12,0,0,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/25/2008,1
89918,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Doruma,4.718282,27.683022,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Firearms,40,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/25/2008,1
89919,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Faradje,3.736349,29.713646,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Firearms,3,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/25/2008,1
89944,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Doroma,4.718282,27.683022,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Firearms,89,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/26/2008,1
89955,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Gurba,3.898484,27.239934,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Firearms,60,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/27/2008,1
89965,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Doruma,4.718282,27.683022,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Melee,45,0,0,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/28/2008,1
89984,2.01E+11,2010,0,Rwanda,Sub-Saharan Africa,Kigali,-1.949011,30.057852,1,1,1,0,1,0,IRS_Coverage,Private property,Rwanda,Unknown,NA,0,Bombs,0,0,4,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,12/28/2008,1
90045,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Negero,3.898484,27.239934,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Firearms,20,0,5,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/2/2009,1
90074,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Napopo,4.196947,28.031783,1,1,1,0,1,0,Unknown,Hate crimes,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Unknown,0,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/4/2009,1
90075,2.01E+11,2010,0,Sudan,Sub-Saharan Africa,Laso,3.961251,30.511016,1,1,1,0,1,0,IRS_pop_protected,Private property,Sudan,Lord's Resistance Army (LRA),NA,0,Firearms,10,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/4/2009,1
90086,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Napopo,4.196947,28.031783,1,1,1,0,1,0,Unknown,Private property,Democratic Republic of the Congo,Unknown,NA,0,Unknown,0,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/4/2009,1
90087,2.01E+11,2010,1,Democratic Republic of the Congo,Sub-Saharan Africa,Masambo,1.64063,26.419389,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Incendiary,7,0,0,67333.33333,1,NA,0,NA,NA,,,NA,NA,NA,NA,NA,7,Unknown,NA,1/4/2009,1
90112,2.01E+11,2010,1,Nigeria,Sub-Saharan Africa,Unknown,10.516667,7.433333,1,0,1,0,1,0,Children_U5yrs_protected,Private property,Nigeria,Unknown,NA,0,Incendiary,23,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/6/2009,1
90130,2.01E+11,2010,1,Mali,Sub-Saharan Africa,Unknown,18.449418,1.409841,1,1,1,0,1,0,Spray_Structures_found,Private property,Mali,23 May Democratic Alliance (Algeria),NA,0,Unknown,23,0,0,0,1,5,0,NA,5,,,NA,NA,NA,NA,NA,2,Hostage(s) released by perpetrators,5,1/7/2009,1
90155,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Kana,3.25724,30.173363,1,1,1,0,1,0,Unknown,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Unknown,20,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/9/2009,1
90167,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Bitima,4.342181,28.617649,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Incendiary,0,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/9/2009,1
90168,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Dungu,3.607113,28.562289,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Incendiary,0,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/9/2009,1
90169,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Dungu,3.607113,28.562289,1,1,1,0,1,0,IRS_pop_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Incendiary,0,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/9/2009,1
90170,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Tongotongo,4.15,28.416667,1,1,1,0,1,0,Children_U5yrs_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Incendiary,0,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/9/2009,1
90172,2.01E+11,2010,1,Democratic Republic of the Congo,Sub-Saharan Africa,Sambia,1.64063,26.419389,1,1,1,0,1,0,Unknown,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Unknown,6,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/11/2009,1
90184,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Dungu,3.607113,28.562289,1,1,1,0,1,0,IRS_pop_protected,Government,Democratic Republic of the Congo,Congolese Patriotic Resistence-Patriotic Armed Forces (Pareco/FAP),NA,0,Firearms,1,0,2,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/10/2009,1
90195,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Gangalabodio,1.64063,26.419389,1,1,1,0,1,0,Unknown,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Unknown,1,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/11/2009,1
90196,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Bangadi,4.142083,27.903058,1,1,1,0,1,0,Children_U5yrs_protected,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Incendiary,0,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/11/2009,1
90210,2.01E+11,2010,1,Sudan,Sub-Saharan Africa,Kwajok,8.304194,27.977667,1,1,1,0,1,0,Spray_Structures_found,Government,Sudan,Sudan Liberation Movement,NA,0,Firearms,0,0,2,0,1,2,0,NA,NA,,,0,NA,NA,NA,NA,2,Hostage(s) released by perpetrators,2,1/12/2009,1
90276,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Tora,3.292111,29.168137,1,1,1,0,1,0,Children_U5yrs_protected,Hate crimes,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Incendiary,400,0,NA,158553.0561,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/17/2009,1
90277,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Kapili,1.64063,26.419389,1,1,1,0,1,0,Unknown,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Unknown,2,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/17/2009,1
90282,2.01E+11,2010,1,Nigeria,Sub-Saharan Africa,Bonny,4.434049,7.17049,1,1,1,0,1,0,Spray_Structures_found,Private property,Nigeria,Unknown,NA,0,Unknown,23,0,1,67333.33333,1,8,0,NA,NA,,,NA,NA,NA,NA,NA,7,Unknown,NA,1/18/2009,1
90297,2.01E+11,2010,0,Democratic Republic of the Congo,Sub-Saharan Africa,Atande,1.64063,26.419389,1,1,1,0,1,0,Unknown,Private property,Democratic Republic of the Congo,Lord's Resistance Army (LRA),NA,0,Unknown,2,0,0,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,1/19/2009,1
90298,2.01E+11,2010,1,Sudan,Sub-Saharan Africa,Bamani,4.790871,29.140175,1,1,1,0,1,0,Sprayed_Structures,Government,Sudan,Lord's Resistance Army (LRA),NA,0,Unknown,2,0,0,0,1,2,0,NA,NA,,,0,NA,NA,NA,NA,7,Unknown,NA,1/19/2009,1
90313,2.01E+11,2010,1,Nigeria,Sub-Saharan Africa,Bonny,4.434049,7.17049,1,1,1,0,1,0,IRS_Coverage,Private property,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),NA,0,Bombs,23,0,0,67333.33333,1,1,0,NA,1,,,0,NA,NA,NA,NA,2,Hostage(s) released by perpetrators,1,1/21/2009,1
90321,2.01E+11,2010,1,Niger,Sub-Saharan Africa,Bani Bangou,15.0408,2.705,1,1,1,0,1,0,Spray_Structures_found,Public services,Niger,Al-Qaida in the Islamic Maghreb (AQIM),NA,0,Firearms,1,0,0,0,1,4,0,NA,170,,,1,NA,0,NA,0,6,Combination,3,1/22/2009,1
90327,2.01E+11,2010,1,Mali,Sub-Saharan Africa,Timbuktu,16.766589,-3.002562,1,1,1,0,1,0,Spray_Structures_found,Public services,Mali,23 May Democratic Alliance (Algeria),NA,0,Unknown,23,0,0,67333.33333,1,4,0,NA,NA,,,0,NA,NA,NA,NA,6,Combination,2,1/22/2009,1
90382,2.01E+11,2010,1,Nigeria,Sub-Saharan Africa,Warri,5.528666,5.756006,1,1,1,0,1,0,Spray_Structures_found,Private property,Nigeria,Unknown,NA,0,Firearms,23,0,0,0,1,1,0,NA,NA,,,NA,NA,NA,NA,NA,7,Unknown,NA,1/27/2009,1
90403,2.01E+11,2010,1,Nigeria,Sub-Saharan Africa,Port Harcourt,4.815554,7.049844,1,1,1,0,1,0,Spray_Structures_found,Private property,Nigeria,Unknown,NA,0,Unknown,23,0,0,0,1,1,0,NA,NA,,,NA,NA,NA,NA,NA,6,Combination,0,1/29/2009,1
90465,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Uyo,5.038019,7.912421,1,1,1,0,1,0,Spray_Structures_found,Government,Nigeria,Unknown,5,0,Unknown,23,0,0,67333.33333,1,1,NA,NA,NA,,,NA,NA,NA,NA,NA,7,Unknown,NA,2/4/2009,1
90503,2.01E+11,2010,0,Nigeria,Sub-Saharan Africa,Utorogu,5.445781,5.878609,1,1,1,0,1,0,IRS_pop_protected,Private property,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),NA,0,Firearms,23,0,5,67333.33333,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,.,NA,2/7/2009,1
